support_case_id,date_key,station_id,opened_at,closed_at,case_category,case_status,priority,channel,handling_hours,sla_target_hours,sla_breached_flag,repeat_contact_flag
CASE000791,20250608,ST010,2025-06-08 06:28:00,,Accessibility Assistance,Pending Customer,Medium,Email,,12,N,N
CASE000792,20250608,ST001,2025-06-08 14:24:00,,Lost Property,Pending Customer,Medium,Station Desk,,72,N,Y
CASE000793,20250609,ST013,2025-06-09 14:06:00,2025-06-13 18:06:00,Service Disruption Complaint,Resolved,High,Contact Centre,100,72,Y,N
CASE000794,20250609,ST004,2025-06-09 20:45:00,,Lost Property,Pending Customer,Medium,Contact Centre,,72,N,N
CASE000795,20250609,ST002,2025-06-09 16:21:00,,Service Disruption Complaint,Open,High,Email,,72,N,N
CASE000796,20250609,ST002,2025-06-09 21:21:00,2025-06-09 22:21:00,Service Disruption Complaint,Resolved,Medium,Email,1,72,N,N
CASE000797,20250609,ST005,2025-06-09 15:16:00,2025-06-10 04:16:00,Accessibility Assistance,Resolved,Low,Mobile App,13,12,Y,N
CASE000798,20250609,ST002,2025-06-09 19:48:00,2025-06-11 01:48:00,Cleanliness Complaint,Resolved,Low,Mobile App,30,36,N,Y
CASE000799,20250609,ST015,2025-06-09 10:07:00,2025-06-12 14:07:00,Delay Compensation,Resolved,Medium,Email,76,96,N,N
CASE000800,20250610,ST014,2025-06-10 11:23:00,2025-06-12 17:23:00,Ticketing / Refund,Resolved,High,Mobile App,54,48,Y,N
CASE000801,20250610,ST012,2025-06-10 08:22:00,2025-06-16 12:22:00,Delay Compensation,Resolved,Medium,Email,148,96,Y,N
CASE000802,20250610,ST001,2025-06-10 10:03:00,,Service Disruption Complaint,Pending Customer,Low,Email,,72,N,N
CASE000803,20250611,ST002,2025-06-11 15:13:00,2025-06-18 19:13:00,Delay Compensation,Resolved,Low,Contact Centre,172,96,Y,Y
CASE000804,20250611,ST008,2025-06-11 21:16:00,2025-06-13 06:16:00,Ticketing / Refund,Resolved,Medium,Station Desk,33,48,N,N
CASE000805,20250611,ST010,2025-06-11 09:18:00,2025-06-19 20:18:00,Delay Compensation,Resolved,High,Station Desk,203,96,Y,N
CASE000806,20250611,ST002,2025-06-11 19:04:00,2025-06-12 04:04:00,Accessibility Assistance,Resolved,Medium,Contact Centre,9,12,N,N
CASE000807,20250611,ST006,2025-06-11 14:33:00,2025-06-12 03:33:00,Information Request,Resolved,Medium,Station Desk,13,24,N,Y
CASE000808,20250611,ST002,2025-06-11 10:54:00,2025-06-11 19:54:00,Information Request,Resolved,Medium,Contact Centre,9,24,N,N
CASE000809,20250611,ST003,2025-06-11 15:24:00,2025-06-11 16:24:00,Staff Conduct,Resolved,Urgent,Contact Centre,1,72,N,N
CASE000810,20250611,ST002,2025-06-11 16:21:00,2025-06-14 11:21:00,Delay Compensation,Resolved,Medium,Email,67,96,N,N
CASE000811,20250612,ST006,2025-06-12 08:29:00,,Information Request,Escalated,Low,Web Form,,24,N,N
CASE000812,20250612,ST010,2025-06-12 09:31:00,2025-06-14 10:31:00,Delay Compensation,Resolved,Low,Mobile App,49,96,N,N
CASE000813,20250612,ST007,2025-06-12 21:52:00,2025-06-21 22:52:00,Service Disruption Complaint,Resolved,Medium,Mobile App,217,72,Y,N
CASE000814,20250613,ST005,2025-06-13 22:57:00,,Service Disruption Complaint,Open,High,Station Desk,,72,N,N
CASE000815,20250613,ST008,2025-06-13 22:15:00,2025-06-14 21:15:00,Cleanliness Complaint,Resolved,Medium,Contact Centre,23,36,N,N
CASE000816,20250614,ST003,2025-06-14 22:11:00,,Delay Compensation,Open,Medium,Station Desk,,96,N,N
CASE000817,20250614,ST001,2025-06-14 20:53:00,2025-06-20 02:53:00,Delay Compensation,Resolved,Low,Contact Centre,126,96,Y,N
CASE000818,20250614,ST014,2025-06-14 21:35:00,,Delay Compensation,Pending Customer,Medium,Web Form,,96,N,N
CASE000819,20250614,ST010,2025-06-14 12:14:00,2025-06-17 02:14:00,Ticketing / Refund,Resolved,Medium,Contact Centre,62,48,Y,N
CASE000820,20250614,ST007,2025-06-14 12:38:00,2025-06-16 03:38:00,Service Disruption Complaint,Resolved,High,Email,39,72,N,N
CASE000821,20250614,ST006,2025-06-14 15:01:00,2025-06-17 15:01:00,Lost Property,Resolved,High,Mobile App,72,72,N,Y
CASE000822,20250614,ST002,2025-06-14 06:33:00,2025-06-14 21:33:00,Cleanliness Complaint,Resolved,Low,Email,15,36,N,N
CASE000823,20250615,ST011,2025-06-15 16:05:00,2025-06-16 09:05:00,Cleanliness Complaint,Resolved,Low,Email,17,36,N,Y
CASE000824,20250615,ST008,2025-06-15 15:11:00,2025-06-17 21:11:00,Cleanliness Complaint,Resolved,Low,Mobile App,54,36,Y,Y
CASE000825,20250616,ST014,2025-06-16 06:58:00,2025-06-16 22:58:00,Accessibility Assistance,Resolved,Medium,Web Form,16,12,Y,N
CASE000826,20250616,ST010,2025-06-16 16:20:00,2025-06-26 09:20:00,Delay Compensation,Resolved,Medium,Email,233,96,Y,N
CASE000827,20250616,ST013,2025-06-16 20:45:00,2025-06-17 09:45:00,Accessibility Assistance,Resolved,Medium,Station Desk,13,12,Y,Y
CASE000828,20250616,ST010,2025-06-16 21:09:00,2025-06-18 13:09:00,Information Request,Resolved,Medium,Contact Centre,40,24,Y,Y
CASE000829,20250617,ST008,2025-06-17 21:43:00,2025-06-19 15:43:00,Ticketing / Refund,Resolved,Medium,Station Desk,42,48,N,N
CASE000830,20250617,ST002,2025-06-17 06:08:00,2025-06-19 00:08:00,Delay Compensation,Resolved,Medium,Mobile App,42,96,N,Y
CASE000831,20250617,ST003,2025-06-17 10:52:00,2025-06-17 23:52:00,Ticketing / Refund,Resolved,Medium,Contact Centre,13,48,N,Y
CASE000832,20250617,ST001,2025-06-17 19:40:00,,Information Request,Pending Customer,Medium,Mobile App,,24,N,Y
CASE000833,20250617,ST012,2025-06-17 20:37:00,,Information Request,Escalated,Medium,Contact Centre,,24,N,N
CASE000834,20250617,ST002,2025-06-17 20:20:00,,Lost Property,Open,Medium,Web Form,,72,N,N
CASE000835,20250617,ST001,2025-06-17 07:17:00,,Lost Property,Pending Customer,Low,Contact Centre,,72,N,N
CASE000836,20250618,ST009,2025-06-18 12:51:00,2025-06-19 17:51:00,Information Request,Resolved,High,Web Form,29,24,Y,N
CASE000837,20250618,ST011,2025-06-18 13:30:00,2025-06-21 21:30:00,Delay Compensation,Resolved,Low,Email,80,96,N,N
CASE000838,20250618,ST013,2025-06-18 08:23:00,,Lost Property,Open,Medium,Mobile App,,72,N,N
CASE000839,20250618,ST005,2025-06-18 16:29:00,2025-06-19 21:29:00,Cleanliness Complaint,Resolved,Low,Web Form,29,36,N,N
CASE000840,20250619,ST003,2025-06-19 21:36:00,2025-06-22 06:36:00,Staff Conduct,Resolved,Medium,Contact Centre,57,72,N,Y
CASE000841,20250619,ST010,2025-06-19 07:44:00,2025-06-21 14:44:00,Service Disruption Complaint,Resolved,Medium,Station Desk,55,72,N,Y
CASE000842,20250619,ST002,2025-06-19 17:52:00,2025-06-25 07:52:00,Lost Property,Resolved,Medium,Contact Centre,134,72,Y,N
CASE000843,20250619,ST007,2025-06-19 06:31:00,,Ticketing / Refund,Pending Customer,Low,Contact Centre,,48,N,N
CASE000844,20250619,ST014,2025-06-19 14:47:00,2025-06-20 18:47:00,Ticketing / Refund,Resolved,Urgent,Station Desk,28,48,N,N
CASE000845,20250619,ST002,2025-06-19 06:58:00,,Lost Property,Open,Medium,Email,,72,N,N
CASE000846,20250619,ST001,2025-06-19 14:20:00,2025-06-23 12:20:00,Staff Conduct,Resolved,Medium,Contact Centre,94,72,Y,N
CASE000847,20250620,ST001,2025-06-20 20:03:00,,Ticketing / Refund,Pending Customer,High,Mobile App,,48,N,N
CASE000848,20250620,ST010,2025-06-20 19:58:00,2025-06-21 12:58:00,Accessibility Assistance,Resolved,Medium,Email,17,12,Y,Y
CASE000849,20250621,ST007,2025-06-21 11:05:00,,Ticketing / Refund,Open,High,Contact Centre,,48,N,N
CASE000850,20250621,ST004,2025-06-21 17:05:00,,Service Disruption Complaint,Escalated,Medium,Web Form,,72,N,Y
CASE000851,20250621,ST014,2025-06-21 18:07:00,2025-06-22 10:07:00,Staff Conduct,Resolved,Low,Mobile App,16,72,N,N
CASE000852,20250621,ST003,2025-06-21 19:48:00,2025-06-23 04:48:00,Cleanliness Complaint,Resolved,Medium,Contact Centre,33,36,N,Y
CASE000853,20250622,ST003,2025-06-22 06:53:00,,Staff Conduct,Pending Customer,Medium,Contact Centre,,72,N,N
CASE000854,20250622,ST010,2025-06-22 19:21:00,2025-06-27 22:21:00,Ticketing / Refund,Resolved,Low,Email,123,48,Y,N
CASE000855,20250622,ST004,2025-06-22 22:49:00,2025-06-24 00:49:00,Information Request,Resolved,Medium,Mobile App,26,24,Y,Y
CASE000856,20250622,ST005,2025-06-22 22:58:00,2025-06-24 12:58:00,Ticketing / Refund,Resolved,Medium,Mobile App,38,48,N,N
CASE000857,20250622,ST004,2025-06-22 12:09:00,2025-06-23 08:09:00,Lost Property,Resolved,Medium,Mobile App,20,72,N,Y
CASE000858,20250622,ST008,2025-06-22 07:48:00,2025-06-23 02:48:00,Staff Conduct,Resolved,High,Mobile App,19,72,N,N
CASE000859,20250622,ST007,2025-06-22 16:17:00,,Accessibility Assistance,Pending Customer,Low,Web Form,,12,N,N
CASE000860,20250623,ST010,2025-06-23 09:13:00,2025-06-27 10:13:00,Lost Property,Resolved,Medium,Email,97,72,Y,Y
CASE000861,20250623,ST010,2025-06-23 22:11:00,2025-07-01 15:11:00,Delay Compensation,Resolved,Medium,Email,185,96,Y,N
CASE000862,20250623,ST007,2025-06-23 07:33:00,,Cleanliness Complaint,Pending Customer,Low,Contact Centre,,36,N,N
CASE000863,20250623,ST006,2025-06-23 16:28:00,2025-07-01 07:28:00,Lost Property,Resolved,Low,Station Desk,183,72,Y,Y
CASE000864,20250623,ST010,2025-06-23 11:01:00,2025-06-27 06:01:00,Delay Compensation,Resolved,High,Email,91,96,N,N
CASE000865,20250624,ST001,2025-06-24 09:43:00,2025-06-27 20:43:00,Lost Property,Resolved,Medium,Email,83,72,Y,Y
CASE000866,20250624,ST009,2025-06-24 07:27:00,2025-06-24 12:27:00,Accessibility Assistance,Resolved,Medium,Web Form,5,12,N,N
CASE000867,20250624,ST010,2025-06-24 10:46:00,2025-06-26 04:46:00,Ticketing / Refund,Resolved,High,Web Form,42,48,N,N
CASE000868,20250624,ST012,2025-06-24 13:21:00,,Delay Compensation,Pending Customer,Low,Email,,96,N,Y
CASE000869,20250624,ST008,2025-06-24 14:44:00,2025-06-26 00:44:00,Cleanliness Complaint,Resolved,High,Email,34,36,N,Y
CASE000870,20250625,ST009,2025-06-25 15:36:00,2025-06-29 23:36:00,Delay Compensation,Resolved,High,Mobile App,104,96,Y,N
CASE000871,20250625,ST003,2025-06-25 11:41:00,2025-06-30 18:41:00,Service Disruption Complaint,Resolved,High,Station Desk,127,72,Y,N
CASE000872,20250625,ST015,2025-06-25 20:15:00,2025-06-26 22:15:00,Cleanliness Complaint,Resolved,Medium,Mobile App,26,36,N,N
CASE000873,20250625,ST013,2025-06-25 10:56:00,2025-06-27 07:56:00,Ticketing / Refund,Resolved,High,Mobile App,45,48,N,N
CASE000874,20250625,ST013,2025-06-25 12:57:00,,Delay Compensation,Pending Customer,Low,Email,,96,N,N
CASE000875,20250626,ST013,2025-06-26 18:04:00,,Cleanliness Complaint,Pending Customer,Medium,Contact Centre,,36,N,N
CASE000876,20250626,ST003,2025-06-26 20:38:00,2025-06-27 00:38:00,Accessibility Assistance,Resolved,High,Email,4,12,N,N
CASE000877,20250626,ST001,2025-06-26 12:12:00,2025-06-27 00:12:00,Accessibility Assistance,Resolved,Low,Email,12,12,N,N
CASE000878,20250626,ST007,2025-06-26 19:30:00,,Service Disruption Complaint,Pending Customer,Medium,Email,,72,N,N
CASE000879,20250627,ST004,2025-06-27 11:43:00,2025-06-28 14:43:00,Ticketing / Refund,Resolved,High,Email,27,48,N,N
CASE000880,20250627,ST006,2025-06-27 14:34:00,2025-06-30 20:34:00,Ticketing / Refund,Resolved,Low,Contact Centre,78,48,Y,N
CASE000881,20250627,ST001,2025-06-27 19:17:00,2025-07-01 15:17:00,Service Disruption Complaint,Resolved,Medium,Mobile App,92,72,Y,N
CASE000882,20250627,ST002,2025-06-27 18:42:00,2025-07-03 09:42:00,Service Disruption Complaint,Resolved,Medium,Contact Centre,135,72,Y,N
CASE000883,20250627,ST005,2025-06-27 18:10:00,,Information Request,Open,Medium,Email,,24,N,N
CASE000884,20250627,ST006,2025-06-27 11:12:00,,Accessibility Assistance,Escalated,Low,Contact Centre,,12,N,N
CASE000885,20250627,ST002,2025-06-27 17:08:00,2025-06-30 01:08:00,Delay Compensation,Resolved,Medium,Contact Centre,56,96,N,N
CASE000886,20250627,ST008,2025-06-27 07:37:00,2025-06-28 00:37:00,Accessibility Assistance,Resolved,Medium,Station Desk,17,12,Y,N
CASE000887,20250628,ST005,2025-06-28 13:18:00,2025-07-03 22:18:00,Accessibility Assistance,Resolved,Low,Station Desk,129,12,Y,Y
CASE000888,20250628,ST016,2025-06-28 06:59:00,2025-06-30 17:59:00,Ticketing / Refund,Resolved,Urgent,Station Desk,59,48,Y,N
CASE000889,20250628,ST013,2025-06-28 19:16:00,2025-06-29 06:16:00,Accessibility Assistance,Resolved,High,Web Form,11,12,N,N
CASE000890,20250629,ST010,2025-06-29 19:31:00,2025-07-06 03:31:00,Lost Property,Resolved,Medium,Web Form,152,72,Y,N
CASE000891,20250629,ST003,2025-06-29 06:48:00,,Ticketing / Refund,Pending Customer,Medium,Email,,48,N,Y
CASE000892,20250629,ST002,2025-06-29 15:10:00,,Delay Compensation,Escalated,High,Email,,96,N,N
CASE000893,20250629,ST009,2025-06-29 22:51:00,,Cleanliness Complaint,Open,Medium,Email,,36,N,N
CASE000894,20250629,ST010,2025-06-29 06:01:00,,Service Disruption Complaint,Open,High,Email,,72,N,N
CASE000895,20250629,ST003,2025-06-29 18:47:00,2025-07-01 06:47:00,Lost Property,Resolved,Medium,Mobile App,36,72,N,N
CASE000896,20250629,ST008,2025-06-29 14:42:00,,Ticketing / Refund,Pending Customer,Medium,Mobile App,,48,N,N
CASE000897,20250630,ST009,2025-06-30 12:48:00,,Ticketing / Refund,Pending Customer,Medium,Contact Centre,,48,N,Y
CASE000898,20250630,ST013,2025-06-30 08:44:00,2025-06-30 17:44:00,Ticketing / Refund,Resolved,Medium,Station Desk,9,48,N,N
CASE000899,20250630,ST001,2025-06-30 06:40:00,,Delay Compensation,Pending Customer,Medium,Station Desk,,96,N,N
CASE000900,20250630,ST003,2025-06-30 21:10:00,2025-06-30 22:10:00,Information Request,Resolved,High,Mobile App,1,24,N,N
CASE000901,20250630,ST015,2025-06-30 13:00:00,2025-06-30 22:00:00,Ticketing / Refund,Resolved,Medium,Web Form,9,48,N,N
CASE000902,20250630,ST001,2025-06-30 13:53:00,,Accessibility Assistance,Open,Medium,Mobile App,,12,N,Y
CASE000903,20250630,ST009,2025-06-30 22:57:00,2025-07-02 08:57:00,Ticketing / Refund,Resolved,Low,Contact Centre,34,48,N,N
CASE000904,20250630,ST002,2025-06-30 13:16:00,,Information Request,Open,Medium,Web Form,,24,N,N
CASE000905,20250630,ST013,2025-06-30 09:02:00,2025-07-02 03:02:00,Lost Property,Resolved,Medium,Web Form,42,72,N,N
CASE000906,20250630,ST003,2025-06-30 09:47:00,2025-07-02 16:47:00,Lost Property,Resolved,Medium,Contact Centre,55,72,N,N
CASE000907,20250701,ST005,2025-07-01 14:24:00,,Cleanliness Complaint,Pending Customer,Medium,Web Form,,36,N,N
CASE000908,20250701,ST001,2025-07-01 13:41:00,2025-07-03 09:41:00,Ticketing / Refund,Resolved,Low,Mobile App,44,48,N,N
CASE000909,20250701,ST008,2025-07-01 11:47:00,,Information Request,Escalated,Medium,Contact Centre,,24,N,Y
CASE000910,20250701,ST008,2025-07-01 15:04:00,2025-07-03 20:04:00,Ticketing / Refund,Resolved,Low,Mobile App,53,48,Y,N
CASE000911,20250701,ST008,2025-07-01 09:29:00,2025-07-03 13:29:00,Delay Compensation,Resolved,High,Station Desk,52,96,N,N
CASE000912,20250701,ST001,2025-07-01 18:59:00,,Information Request,Open,Medium,Contact Centre,,24,N,Y
CASE000913,20250701,ST006,2025-07-01 10:04:00,2025-07-01 22:04:00,Accessibility Assistance,Resolved,Low,Mobile App,12,12,N,Y
CASE000914,20250701,ST002,2025-07-01 20:14:00,2025-07-06 19:14:00,Delay Compensation,Resolved,Urgent,Station Desk,119,96,Y,N
CASE000915,20250702,ST006,2025-07-02 22:50:00,2025-07-03 23:50:00,Ticketing / Refund,Resolved,Medium,Email,25,48,N,Y
CASE000916,20250702,ST001,2025-07-02 10:23:00,2025-07-02 18:23:00,Ticketing / Refund,Resolved,Medium,Web Form,8,48,N,Y
CASE000917,20250702,ST012,2025-07-02 08:22:00,,Service Disruption Complaint,Escalated,Medium,Mobile App,,72,N,Y
CASE000918,20250702,ST001,2025-07-02 11:47:00,2025-07-05 05:47:00,Service Disruption Complaint,Resolved,Low,Mobile App,66,72,N,N
CASE000919,20250703,ST010,2025-07-03 14:44:00,,Information Request,Open,Medium,Web Form,,24,N,N
CASE000920,20250703,ST001,2025-07-03 13:19:00,2025-07-04 20:19:00,Information Request,Resolved,Medium,Mobile App,31,24,Y,N
CASE000921,20250703,ST010,2025-07-03 08:31:00,2025-07-04 15:31:00,Lost Property,Resolved,High,Mobile App,31,72,N,Y
CASE000922,20250703,ST009,2025-07-03 06:28:00,2025-07-03 18:28:00,Accessibility Assistance,Resolved,Medium,Contact Centre,12,12,N,N
CASE000923,20250703,ST001,2025-07-03 21:06:00,2025-07-05 04:06:00,Cleanliness Complaint,Resolved,Medium,Email,31,36,N,N
CASE000924,20250703,ST010,2025-07-03 09:24:00,2025-07-03 10:24:00,Lost Property,Resolved,Medium,Email,1,72,N,Y
CASE000925,20250704,ST002,2025-07-04 16:09:00,,Service Disruption Complaint,Open,Medium,Contact Centre,,72,N,N
CASE000926,20250704,ST012,2025-07-04 16:25:00,,Accessibility Assistance,Open,Medium,Contact Centre,,12,N,N
CASE000927,20250704,ST003,2025-07-04 22:17:00,2025-07-05 17:17:00,Service Disruption Complaint,Resolved,Low,Contact Centre,19,72,N,N
CASE000928,20250704,ST006,2025-07-04 10:14:00,2025-07-06 07:14:00,Ticketing / Refund,Resolved,High,Mobile App,45,48,N,Y
CASE000929,20250704,ST001,2025-07-04 07:42:00,2025-07-14 07:42:00,Ticketing / Refund,Resolved,Low,Contact Centre,240,48,Y,N
CASE000930,20250704,ST004,2025-07-04 08:20:00,,Lost Property,Open,Medium,Station Desk,,72,N,N
CASE000931,20250704,ST001,2025-07-04 14:19:00,2025-07-08 01:19:00,Lost Property,Resolved,Medium,Email,83,72,Y,N
CASE000932,20250705,ST013,2025-07-05 14:56:00,2025-07-05 21:56:00,Cleanliness Complaint,Resolved,Medium,Mobile App,7,36,N,Y
CASE000933,20250705,ST007,2025-07-05 18:01:00,2025-07-11 16:01:00,Service Disruption Complaint,Resolved,Medium,Contact Centre,142,72,Y,N
CASE000934,20250705,ST001,2025-07-05 06:05:00,2025-07-05 21:05:00,Delay Compensation,Resolved,Medium,Mobile App,15,96,N,N
CASE000935,20250705,ST010,2025-07-05 09:24:00,2025-07-13 05:24:00,Service Disruption Complaint,Resolved,Medium,Web Form,188,72,Y,N
CASE000936,20250705,ST008,2025-07-05 14:17:00,2025-07-06 23:17:00,Ticketing / Refund,Resolved,Medium,Contact Centre,33,48,N,N
CASE000937,20250706,ST015,2025-07-06 15:27:00,2025-07-06 23:27:00,Accessibility Assistance,Resolved,High,Web Form,8,12,N,N
CASE000938,20250706,ST013,2025-07-06 11:25:00,2025-07-07 01:25:00,Accessibility Assistance,Resolved,Low,Web Form,14,12,Y,N
CASE000939,20250706,ST008,2025-07-06 18:10:00,2025-07-07 05:10:00,Information Request,Resolved,Medium,Mobile App,11,24,N,N
CASE000940,20250706,ST015,2025-07-06 18:03:00,2025-07-08 12:03:00,Service Disruption Complaint,Resolved,Low,Email,42,72,N,N
CASE000941,20250706,ST009,2025-07-06 12:24:00,2025-07-10 19:24:00,Service Disruption Complaint,Resolved,Medium,Web Form,103,72,Y,N
CASE000942,20250707,ST007,2025-07-07 22:47:00,,Service Disruption Complaint,Pending Customer,Medium,Mobile App,,72,N,Y
CASE000943,20250707,ST001,2025-07-07 11:41:00,2025-07-07 12:41:00,Ticketing / Refund,Resolved,Medium,Email,1,48,N,N
CASE000944,20250707,ST002,2025-07-07 12:33:00,2025-07-09 23:33:00,Service Disruption Complaint,Resolved,High,Email,59,72,N,N
CASE000945,20250707,ST013,2025-07-07 19:49:00,2025-07-11 02:49:00,Delay Compensation,Resolved,High,Mobile App,79,96,N,N
CASE000946,20250707,ST001,2025-07-07 14:25:00,2025-07-08 02:25:00,Accessibility Assistance,Resolved,Medium,Station Desk,12,12,N,Y
CASE000947,20250707,ST004,2025-07-07 10:13:00,2025-07-08 01:13:00,Information Request,Resolved,High,Contact Centre,15,24,N,N
CASE000948,20250707,ST010,2025-07-07 22:59:00,2025-07-08 14:59:00,Accessibility Assistance,Resolved,Medium,Mobile App,16,12,Y,N
CASE000949,20250707,ST010,2025-07-07 07:28:00,,Accessibility Assistance,Open,High,Web Form,,12,N,N
CASE000950,20250707,ST002,2025-07-07 16:32:00,,Lost Property,Escalated,Low,Web Form,,72,N,N
CASE000951,20250708,ST001,2025-07-08 13:58:00,,Lost Property,Escalated,Medium,Mobile App,,72,N,N
CASE000952,20250708,ST009,2025-07-08 12:22:00,2025-07-11 00:22:00,Ticketing / Refund,Resolved,Medium,Mobile App,60,48,Y,N
CASE000953,20250708,ST014,2025-07-08 13:56:00,2025-07-09 00:56:00,Accessibility Assistance,Resolved,Medium,Email,11,12,N,N
CASE000954,20250708,ST010,2025-07-08 09:59:00,,Staff Conduct,Pending Customer,Low,Web Form,,72,N,N
CASE000955,20250708,ST010,2025-07-08 18:59:00,2025-07-11 00:59:00,Staff Conduct,Resolved,Medium,Contact Centre,54,72,N,N
CASE000956,20250708,ST014,2025-07-08 11:50:00,2025-07-09 11:50:00,Cleanliness Complaint,Resolved,Low,Contact Centre,24,36,N,N
CASE000957,20250709,ST013,2025-07-09 07:43:00,2025-07-13 08:43:00,Lost Property,Resolved,Medium,Web Form,97,72,Y,N
CASE000958,20250709,ST007,2025-07-09 19:17:00,,Delay Compensation,Open,Low,Mobile App,,96,N,N
CASE000959,20250709,ST009,2025-07-09 10:18:00,2025-07-11 04:18:00,Ticketing / Refund,Resolved,High,Email,42,48,N,N
CASE000960,20250709,ST014,2025-07-09 10:14:00,,Service Disruption Complaint,Open,Medium,Station Desk,,72,N,N
CASE000961,20250709,ST001,2025-07-09 13:12:00,,Lost Property,Escalated,High,Contact Centre,,72,N,N
CASE000962,20250710,ST012,2025-07-10 10:10:00,2025-07-11 12:10:00,Information Request,Resolved,Low,Contact Centre,26,24,Y,N
CASE000963,20250710,ST002,2025-07-10 16:27:00,2025-07-13 10:27:00,Delay Compensation,Resolved,Medium,Mobile App,66,96,N,N
CASE000964,20250710,ST013,2025-07-10 18:40:00,2025-07-12 12:40:00,Ticketing / Refund,Resolved,Urgent,Contact Centre,42,48,N,N
CASE000965,20250710,ST001,2025-07-10 20:47:00,2025-07-11 12:47:00,Cleanliness Complaint,Resolved,Medium,Email,16,36,N,N
CASE000966,20250710,ST014,2025-07-10 17:00:00,2025-07-17 06:00:00,Service Disruption Complaint,Resolved,Low,Email,157,72,Y,N
CASE000967,20250710,ST003,2025-07-10 06:24:00,2025-07-11 21:24:00,Service Disruption Complaint,Resolved,Medium,Mobile App,39,72,N,Y
CASE000968,20250710,ST004,2025-07-10 10:55:00,2025-07-10 22:55:00,Accessibility Assistance,Resolved,Medium,Mobile App,12,12,N,Y
CASE000969,20250711,ST014,2025-07-11 12:18:00,2025-07-12 04:18:00,Accessibility Assistance,Resolved,Medium,Mobile App,16,12,Y,N
