incident_id,date_key,station_id,incident_type_id,opened_at,first_response_at,resolved_at,status,severity,response_minutes,resolution_minutes,sla_response_breached_flag,sla_resolution_breached_flag,reported_channel,location_detail,operational_note,repeat_issue_flag
INC000396,20250415,ST009,IT002,2025-04-15 14:21:00,2025-04-15 14:26:00,2025-04-15 16:22:00,Resolved,Critical,5,121,N,Y,Passenger Help Point,staffed gate line,seen in previous two weeks,N
INC000397,20250415,ST016,IT007,2025-04-15 23:03:00,2025-04-15 23:13:00,2025-04-16 00:41:00,Resolved,Moderate,10,98,N,N,Passenger Help Point,platform stairs,requires facilities follow-up,Y
INC000398,20250416,ST010,IT008,2025-04-16 23:35:00,2025-04-17 00:03:00,2025-04-17 08:09:00,Resolved,Major,28,514,Y,Y,Mobile Radio,ticket hall,temporary signage installed,N
INC000399,20250416,ST014,IT006,2025-04-16 05:38:00,2025-04-16 06:00:00,2025-04-16 19:06:00,Resolved,Critical,22,808,Y,N,Control Room,bus interchange,linked to crowd control plan,N
INC000400,20250416,ST002,IT007,2025-04-16 15:43:00,2025-04-16 16:04:00,2025-04-16 18:55:00,Resolved,Major,21,192,Y,Y,Station Desk,northbound platform,manual log entry from station desk,N
INC000401,20250416,ST002,IT003,2025-04-16 14:28:00,2025-04-16 15:53:00,2025-04-16 18:18:00,Resolved,Moderate,85,230,Y,N,Mobile Radio,bus interchange,linked to crowd control plan,N
INC000402,20250416,ST006,IT005,2025-04-16 14:03:00,2025-04-16 14:53:00,2025-04-18 08:14:00,Resolved,Moderate,50,2531,Y,Y,Mobile Radio,platform stairs,manual log entry from station desk,N
INC000403,20250416,ST002,IT007,2025-04-16 07:51:00,2025-04-16 08:22:00,2025-04-16 15:16:00,Resolved,Minor,31,445,Y,Y,Passenger Help Point,staffed gate line,passenger assistance team notified,N
INC000404,20250416,ST014,IT003,2025-04-16 13:29:00,2025-04-16 13:33:00,2025-04-16 20:00:00,Resolved,Moderate,4,391,N,Y,Passenger Help Point,lift lobby,repeat complaint from morning peak,N
INC000405,20250416,ST001,IT005,2025-04-16 21:00:00,2025-04-16 21:38:00,2025-04-18 03:32:00,Resolved,Major,38,1832,Y,Y,Mobile Radio,lift lobby,repeat complaint from morning peak,N
INC000406,20250417,ST008,IT003,2025-04-17 20:50:00,2025-04-17 20:54:00,2025-04-17 21:10:00,Resolved,Major,4,20,N,N,Passenger Help Point,northbound platform,repeat complaint from morning peak,N
INC000407,20250417,ST001,IT001,2025-04-17 11:00:00,2025-04-17 12:02:00,,In Progress,Major,62,,Y,N,Control Room,main concourse,repeat complaint from morning peak,N
INC000408,20250417,ST010,IT001,2025-04-17 18:00:00,2025-04-17 18:04:00,2025-04-17 18:20:00,Resolved,Major,4,20,N,N,Supervisor Walkthrough,customer help point,passenger assistance team notified,N
INC000409,20250418,ST004,IT005,2025-04-18 21:28:00,2025-04-18 22:01:00,2025-04-21 10:05:00,Resolved,Moderate,33,3637,Y,Y,Station Desk,ticket hall,passenger assistance team notified,N
INC000410,20250418,ST002,IT006,2025-04-18 16:17:00,2025-04-18 17:02:00,,In Progress,Moderate,45,,Y,N,Mobile Radio,ticket hall,linked to crowd control plan,Y
INC000411,20250418,ST006,IT008,2025-04-18 21:34:00,2025-04-18 21:41:00,2025-04-19 13:41:00,Resolved,Critical,7,967,N,Y,Control Room,main concourse,seen in previous two weeks,N
INC000412,20250418,ST009,IT001,2025-04-18 22:00:00,2025-04-18 22:07:00,2025-04-19 06:44:00,Resolved,Minor,7,524,N,Y,Control Room,lift lobby,temporary signage installed,N
INC000413,20250418,ST010,IT003,2025-04-18 18:26:00,2025-04-18 18:31:00,2025-04-19 00:35:00,Resolved,Major,5,369,N,Y,Mobile Radio,platform stairs,passenger assistance team notified,N
INC000414,20250419,ST013,IT005,2025-04-19 07:57:00,2025-04-19 08:10:00,2025-04-20 04:59:00,Resolved,Moderate,13,1262,N,N,Station Desk,platform stairs,reported by service controller,N
INC000415,20250419,ST010,IT009,2025-04-19 19:53:00,2025-04-19 20:17:00,2025-04-19 20:13:00,Resolved,Moderate,24,20,N,N,Station Desk,northbound platform,linked to crowd control plan,N
INC000416,20250419,ST007,IT003,2025-04-19 20:49:00,2025-04-19 21:02:00,,Open,Critical,13,,Y,N,Control Room,lift lobby,manual log entry from station desk,N
INC000417,20250419,ST010,IT005,2025-04-19 05:03:00,2025-04-19 05:49:00,,Escalated,Major,46,,Y,N,Supervisor Walkthrough,bus interchange,repeat complaint from morning peak,Y
INC000418,20250419,ST016,IT004,2025-04-19 18:16:00,2025-04-19 18:20:00,2025-04-19 20:29:00,Resolved,Critical,4,133,N,N,Control Room,lift lobby,repeat complaint from morning peak,N
INC000419,20250420,ST006,IT004,2025-04-20 14:12:00,2025-04-20 14:17:00,,Open,Moderate,5,,N,N,Mobile Radio,customer help point,seen in previous two weeks,Y
INC000420,20250420,ST010,IT006,2025-04-20 10:01:00,2025-04-20 10:18:00,2025-04-20 19:57:00,Resolved,Moderate,17,596,N,N,Passenger Help Point,platform stairs,passenger assistance team notified,N
INC000421,20250421,ST004,IT001,2025-04-21 20:36:00,2025-04-21 21:06:00,2025-04-22 00:56:00,Resolved,Moderate,30,260,Y,Y,Mobile Radio,bus interchange,repeat complaint from morning peak,N
INC000422,20250421,ST014,IT004,2025-04-21 05:24:00,2025-04-21 05:37:00,,Escalated,Critical,13,,Y,N,Passenger Help Point,bus interchange,passenger assistance team notified,N
INC000423,20250421,ST009,IT006,2025-04-21 07:01:00,2025-04-21 07:29:00,2025-04-22 03:12:00,Resolved,Moderate,28,1211,Y,Y,Mobile Radio,bus interchange,passenger assistance team notified,N
INC000424,20250422,ST006,IT004,2025-04-22 19:28:00,2025-04-22 19:36:00,2025-04-22 23:09:00,Resolved,Critical,8,221,Y,Y,Control Room,northbound platform,reported by service controller,N
INC000425,20250423,ST015,IT007,2025-04-23 05:43:00,2025-04-23 06:02:00,2025-04-23 10:42:00,Resolved,Critical,19,299,Y,Y,Supervisor Walkthrough,bus interchange,temporary signage installed,N
INC000426,20250424,ST010,IT003,2025-04-24 16:48:00,2025-04-24 17:07:00,2025-04-25 19:40:00,Resolved,Moderate,19,1612,Y,Y,Supervisor Walkthrough,main concourse,reported by service controller,N
INC000427,20250424,ST015,IT007,2025-04-24 09:18:00,2025-04-24 09:35:00,2025-04-24 09:44:00,Resolved,Major,17,26,Y,N,Station Desk,staffed gate line,temporary signage installed,N
INC000428,20250424,ST001,IT003,2025-04-24 07:29:00,2025-04-24 07:32:00,,Escalated,Moderate,3,,N,N,Station Desk,ticket hall,requires facilities follow-up,Y
INC000429,20250424,ST007,IT002,2025-04-24 07:36:00,2025-04-24 07:44:00,2025-04-24 09:25:00,Resolved,Critical,8,109,Y,N,Passenger Help Point,ticket hall,linked to crowd control plan,N
INC000430,20250425,ST001,IT009,2025-04-25 23:02:00,2025-04-25 23:46:00,2025-04-26 03:56:00,Resolved,Moderate,44,294,Y,N,Passenger Help Point,customer help point,temporary signage installed,Y
INC000431,20250425,ST004,IT002,2025-04-25 08:52:00,2025-04-25 08:57:00,2025-04-25 12:16:00,Resolved,Minor,5,204,N,Y,Mobile Radio,bus interchange,reported by service controller,N
INC000432,20250425,ST015,IT005,2025-04-25 07:35:00,2025-04-25 07:36:00,2025-04-26 07:18:00,Resolved,Minor,1,1423,N,N,Control Room,platform stairs,temporary signage installed,N
INC000433,20250426,ST012,IT006,2025-04-26 13:02:00,2025-04-26 13:19:00,2025-04-27 18:19:00,Resolved,Moderate,17,1757,N,Y,Mobile Radio,bus interchange,seen in previous two weeks,N
INC000434,20250426,ST014,IT009,2025-04-26 23:01:00,2025-04-26 23:12:00,,In Progress,Major,11,,N,N,Mobile Radio,bus interchange,requires facilities follow-up,N
INC000435,20250427,ST006,IT006,2025-04-27 13:31:00,2025-04-27 14:56:00,2025-04-28 03:21:00,Resolved,Critical,85,830,Y,N,Station Desk,customer help point,passenger assistance team notified,N
INC000436,20250427,ST013,IT007,2025-04-27 11:30:00,2025-04-27 11:47:00,,Escalated,Minor,17,,Y,N,Supervisor Walkthrough,northbound platform,passenger assistance team notified,N
INC000437,20250428,ST002,IT007,2025-04-28 16:58:00,2025-04-28 17:10:00,2025-04-28 19:53:00,Resolved,Moderate,12,175,N,N,Supervisor Walkthrough,platform stairs,passenger assistance team notified,N
INC000438,20250428,ST009,IT001,2025-04-28 13:24:00,2025-04-28 13:35:00,2025-04-28 19:14:00,Resolved,Minor,11,350,N,Y,Mobile Radio,customer help point,requires facilities follow-up,N
INC000439,20250428,ST008,IT005,2025-04-28 07:45:00,2025-04-28 07:56:00,2025-04-29 19:17:00,Resolved,Major,11,2132,N,Y,Passenger Help Point,staffed gate line,temporary signage installed,N
INC000440,20250428,ST003,IT001,2025-04-28 09:36:00,2025-04-28 09:56:00,2025-04-28 09:56:00,Resolved,Minor,20,20,Y,N,Supervisor Walkthrough,main concourse,reported by service controller,N
INC000441,20250428,ST004,IT005,2025-04-28 07:02:00,2025-04-28 07:47:00,2025-04-29 12:50:00,Resolved,Major,45,1788,Y,Y,Passenger Help Point,ticket hall,manual log entry from station desk,Y
INC000442,20250429,ST007,IT012,2025-04-29 23:42:00,2025-04-30 00:01:00,2025-04-30 07:09:00,Resolved,Minor,19,447,Y,N,Station Desk,main concourse,linked to crowd control plan,N
INC000443,20250429,ST004,IT009,2025-04-29 11:29:00,2025-04-29 12:10:00,,In Progress,Moderate,41,,Y,N,Passenger Help Point,ticket hall,reported by service controller,Y
INC000444,20250429,ST014,IT009,2025-04-29 10:20:00,2025-04-29 10:36:00,2025-04-30 05:04:00,Resolved,Minor,16,1124,N,Y,Passenger Help Point,lift lobby,requires facilities follow-up,N
INC000445,20250429,ST002,IT010,2025-04-29 20:24:00,2025-04-29 20:57:00,2025-04-29 21:01:00,Resolved,Minor,33,37,N,N,Supervisor Walkthrough,staffed gate line,repeat complaint from morning peak,N
INC000446,20250430,ST004,IT011,2025-04-30 08:12:00,2025-04-30 08:28:00,,Open,Minor,16,,N,N,Passenger Help Point,bus interchange,requires facilities follow-up,N
INC000447,20250501,ST014,IT001,2025-05-01 21:54:00,2025-05-01 22:04:00,,Open,Moderate,10,,N,N,Station Desk,main concourse,passenger assistance team notified,Y
INC000448,20250501,ST009,IT008,2025-05-01 18:03:00,2025-05-01 18:14:00,,Escalated,Moderate,11,,N,N,Mobile Radio,staffed gate line,requires facilities follow-up,N
INC000449,20250501,ST004,IT010,2025-05-01 20:51:00,2025-05-01 21:06:00,2025-05-02 22:35:00,Resolved,Minor,15,1544,N,Y,Passenger Help Point,northbound platform,passenger assistance team notified,N
INC000450,20250502,ST010,IT005,2025-05-02 11:55:00,2025-05-02 12:07:00,,Escalated,Critical,12,,N,N,Supervisor Walkthrough,platform stairs,temporary signage installed,N
INC000451,20250503,ST001,IT005,2025-05-03 16:01:00,2025-05-03 16:27:00,2025-05-05 11:04:00,Resolved,Critical,26,2583,N,Y,Control Room,northbound platform,requires facilities follow-up,Y
INC000452,20250504,ST006,IT004,2025-05-04 09:34:00,2025-05-04 09:35:00,,In Progress,Critical,1,,N,N,Station Desk,northbound platform,requires facilities follow-up,N
INC000453,20250504,ST002,IT005,2025-05-04 20:23:00,2025-05-04 21:00:00,2025-05-06 07:46:00,Resolved,Major,37,2123,Y,Y,Mobile Radio,platform stairs,reported by service controller,N
INC000454,20250504,ST009,IT006,2025-05-04 13:16:00,2025-05-04 13:17:00,2025-05-04 18:04:00,Resolved,Moderate,1,288,N,N,Mobile Radio,lift lobby,requires facilities follow-up,Y
INC000455,20250505,ST003,IT007,2025-05-05 17:28:00,2025-05-05 17:51:00,2025-05-05 19:39:00,Resolved,Critical,23,131,Y,N,Supervisor Walkthrough,staffed gate line,passenger assistance team notified,N
INC000456,20250505,ST001,IT007,2025-05-05 05:02:00,2025-05-05 05:15:00,2025-05-05 15:08:00,Resolved,Critical,13,606,N,Y,Station Desk,northbound platform,passenger assistance team notified,N
INC000457,20250505,ST010,IT001,2025-05-05 06:56:00,2025-05-05 07:00:00,2025-05-05 12:07:00,Resolved,Moderate,4,311,N,Y,Station Desk,lift lobby,repeat complaint from morning peak,Y
INC000458,20250506,ST001,IT003,2025-05-06 13:48:00,2025-05-06 13:57:00,2025-05-07 03:13:00,Resolved,Moderate,9,805,N,Y,Mobile Radio,bus interchange,passenger assistance team notified,N
INC000459,20250506,ST010,IT002,2025-05-06 22:30:00,2025-05-06 23:29:00,,Open,Moderate,59,,Y,N,Mobile Radio,main concourse,temporary signage installed,N
INC000460,20250506,ST009,IT003,2025-05-06 23:57:00,2025-05-07 00:17:00,2025-05-07 00:17:00,Resolved,Moderate,20,20,Y,N,Control Room,ticket hall,reported by service controller,N
INC000461,20250506,ST003,IT009,2025-05-06 16:54:00,2025-05-06 17:30:00,2025-05-07 11:10:00,Resolved,Moderate,36,1096,Y,Y,Mobile Radio,lift lobby,linked to crowd control plan,N
INC000462,20250506,ST001,IT003,2025-05-06 18:18:00,2025-05-06 18:28:00,2025-05-07 01:43:00,Resolved,Major,10,445,N,Y,Station Desk,bus interchange,manual log entry from station desk,N
INC000463,20250507,ST001,IT003,2025-05-07 06:18:00,2025-05-07 07:46:00,2025-05-07 11:15:00,Resolved,Minor,88,297,Y,N,Control Room,lift lobby,manual log entry from station desk,N
INC000464,20250508,ST007,IT003,2025-05-08 17:40:00,2025-05-08 17:54:00,2025-05-09 04:53:00,Resolved,Minor,14,673,Y,Y,Passenger Help Point,customer help point,linked to crowd control plan,N
INC000465,20250508,ST009,IT007,2025-05-08 11:50:00,2025-05-08 11:59:00,,Open,Moderate,9,,N,N,Mobile Radio,platform stairs,passenger assistance team notified,N
INC000466,20250508,ST006,IT001,2025-05-08 09:56:00,2025-05-08 10:04:00,2025-05-08 17:10:00,Resolved,Major,8,434,N,Y,Supervisor Walkthrough,main concourse,temporary signage installed,Y
INC000467,20250508,ST001,IT002,2025-05-08 21:06:00,2025-05-08 21:17:00,2025-05-08 22:08:00,Resolved,Minor,11,62,Y,N,Station Desk,main concourse,temporary signage installed,N
INC000468,20250508,ST010,IT007,2025-05-08 13:20:00,2025-05-08 13:57:00,,Open,Critical,37,,Y,N,Station Desk,platform stairs,manual log entry from station desk,N
INC000469,20250508,ST010,IT003,2025-05-08 12:15:00,2025-05-08 12:24:00,2025-05-08 18:54:00,Resolved,Major,9,399,N,Y,Supervisor Walkthrough,customer help point,linked to crowd control plan,N
INC000470,20250509,ST014,IT007,2025-05-09 14:22:00,2025-05-09 14:24:00,,Open,Moderate,2,,N,N,Station Desk,customer help point,reported by service controller,N
INC000471,20250509,ST002,IT002,2025-05-09 20:14:00,2025-05-09 20:18:00,2025-05-09 22:21:00,Resolved,Critical,4,127,N,Y,Passenger Help Point,staffed gate line,reported by service controller,N
INC000472,20250509,ST001,IT003,2025-05-09 22:13:00,2025-05-09 22:21:00,2025-05-10 02:34:00,Resolved,Minor,8,261,N,N,Mobile Radio,ticket hall,temporary signage installed,N
INC000473,20250509,ST014,IT003,2025-05-09 19:59:00,2025-05-09 20:05:00,2025-05-10 03:21:00,Resolved,Moderate,6,442,N,Y,Mobile Radio,customer help point,reported by service controller,N
INC000474,20250510,ST010,IT005,2025-05-10 07:10:00,2025-05-10 08:01:00,2025-05-10 08:01:00,Resolved,Major,51,51,Y,N,Station Desk,bus interchange,seen in previous two weeks,N
INC000475,20250510,ST011,IT006,2025-05-10 17:09:00,2025-05-10 17:26:00,2025-05-11 10:10:00,Resolved,Minor,17,1021,N,N,Passenger Help Point,customer help point,manual log entry from station desk,N
INC000476,20250511,ST006,IT006,2025-05-11 23:07:00,2025-05-12 00:32:00,2025-05-12 06:37:00,Resolved,Major,85,450,Y,N,Supervisor Walkthrough,main concourse,linked to crowd control plan,Y
INC000477,20250511,ST001,IT010,2025-05-11 19:35:00,2025-05-11 21:07:00,2025-05-12 00:18:00,Resolved,Moderate,92,283,Y,N,Mobile Radio,platform stairs,requires facilities follow-up,N
INC000478,20250511,ST007,IT007,2025-05-11 22:38:00,2025-05-11 23:45:00,2025-05-12 04:38:00,Resolved,Moderate,67,360,Y,Y,Mobile Radio,staffed gate line,linked to crowd control plan,N
INC000479,20250512,ST002,IT012,2025-05-12 05:28:00,2025-05-12 05:29:00,,Open,Moderate,1,,N,N,Control Room,lift lobby,manual log entry from station desk,N
INC000480,20250512,ST010,IT001,2025-05-12 08:27:00,2025-05-12 08:42:00,2025-05-12 09:59:00,Resolved,Critical,15,92,Y,N,Control Room,northbound platform,requires facilities follow-up,N
INC000481,20250512,ST007,IT009,2025-05-12 22:39:00,2025-05-13 00:22:00,2025-05-13 04:01:00,Resolved,Moderate,103,322,Y,N,Passenger Help Point,customer help point,passenger assistance team notified,N
INC000482,20250512,ST001,IT006,2025-05-12 16:03:00,2025-05-12 16:21:00,2025-05-13 14:46:00,Resolved,Moderate,18,1363,N,Y,Supervisor Walkthrough,ticket hall,temporary signage installed,N
INC000483,20250512,ST005,IT010,2025-05-12 12:30:00,2025-05-12 12:39:00,2025-05-13 07:34:00,Resolved,Major,9,1144,N,N,Supervisor Walkthrough,customer help point,passenger assistance team notified,N
INC000484,20250513,ST007,IT011,2025-05-13 20:01:00,2025-05-13 20:21:00,2025-05-14 05:00:00,Resolved,Moderate,20,539,N,Y,Mobile Radio,ticket hall,passenger assistance team notified,N
INC000485,20250513,ST012,IT006,2025-05-13 13:29:00,2025-05-13 13:35:00,2025-05-13 23:31:00,Resolved,Moderate,6,602,N,N,Station Desk,bus interchange,reported by service controller,N
INC000486,20250513,ST015,IT005,2025-05-13 13:46:00,2025-05-13 13:53:00,2025-05-15 02:52:00,Resolved,Major,7,2226,N,Y,Station Desk,northbound platform,seen in previous two weeks,N
INC000487,20250514,ST015,IT002,2025-05-14 09:25:00,2025-05-14 09:26:00,2025-05-14 12:46:00,Resolved,Critical,1,201,N,Y,Passenger Help Point,platform stairs,passenger assistance team notified,N
INC000488,20250515,ST004,IT003,2025-05-15 12:42:00,2025-05-15 12:51:00,2025-05-15 13:07:00,Resolved,Moderate,9,25,N,N,Passenger Help Point,platform stairs,passenger assistance team notified,N
INC000489,20250515,ST002,IT009,2025-05-15 17:06:00,2025-05-15 17:55:00,2025-05-16 10:06:00,Resolved,Moderate,49,1020,Y,Y,Mobile Radio,staffed gate line,manual log entry from station desk,Y
INC000490,20250515,ST001,IT001,2025-05-15 13:37:00,2025-05-15 13:47:00,2025-05-15 15:07:00,Resolved,Moderate,10,90,N,N,Passenger Help Point,ticket hall,passenger assistance team notified,Y
INC000491,20250516,ST007,IT009,2025-05-16 14:07:00,2025-05-16 14:13:00,2025-05-16 14:27:00,Resolved,Minor,6,20,N,N,Station Desk,customer help point,linked to crowd control plan,N
INC000492,20250516,ST009,IT006,2025-05-16 15:30:00,2025-05-16 16:03:00,2025-05-17 07:26:00,Resolved,Critical,33,956,Y,N,Station Desk,main concourse,seen in previous two weeks,N
INC000493,20250516,ST003,IT006,2025-05-16 19:45:00,2025-05-16 19:52:00,2025-05-17 21:47:00,Resolved,Major,7,1562,N,Y,Passenger Help Point,lift lobby,manual log entry from station desk,N
INC000494,20250516,ST012,IT010,2025-05-16 18:41:00,2025-05-16 19:31:00,2025-05-17 22:54:00,Resolved,Moderate,50,1693,Y,Y,Passenger Help Point,main concourse,reported by service controller,N
INC000495,20250517,ST011,IT007,2025-05-17 21:06:00,2025-05-17 21:09:00,2025-05-18 00:47:00,Resolved,Minor,3,221,N,Y,Mobile Radio,staffed gate line,manual log entry from station desk,N
INC000496,20250517,ST014,IT009,2025-05-17 06:30:00,2025-05-17 07:03:00,2025-05-18 02:26:00,Resolved,Moderate,33,1196,Y,Y,Supervisor Walkthrough,main concourse,seen in previous two weeks,N
INC000497,20250518,ST006,IT005,2025-05-18 10:46:00,2025-05-18 11:47:00,2025-05-19 07:08:00,Resolved,Moderate,61,1222,Y,N,Station Desk,platform stairs,reported by service controller,N
INC000498,20250518,ST006,IT008,2025-05-18 14:14:00,2025-05-18 14:16:00,2025-05-19 16:32:00,Resolved,Major,2,1578,N,Y,Passenger Help Point,main concourse,requires facilities follow-up,N
INC000499,20250519,ST002,IT003,2025-05-19 07:22:00,2025-05-19 07:37:00,2025-05-19 14:04:00,Resolved,Minor,15,402,Y,Y,Control Room,northbound platform,passenger assistance team notified,Y
INC000500,20250519,ST014,IT011,2025-05-19 20:48:00,2025-05-19 21:02:00,2025-05-20 08:08:00,Resolved,Moderate,14,680,N,Y,Mobile Radio,platform stairs,seen in previous two weeks,Y
INC000501,20250519,ST012,IT001,2025-05-19 23:42:00,2025-05-20 00:07:00,2025-05-20 03:28:00,Resolved,Critical,25,226,Y,N,Station Desk,ticket hall,manual log entry from station desk,N
INC000502,20250519,ST015,IT003,2025-05-19 16:07:00,2025-05-19 16:18:00,2025-05-20 04:11:00,Resolved,Moderate,11,724,Y,Y,Station Desk,lift lobby,manual log entry from station desk,N
INC000503,20250519,ST016,IT007,2025-05-19 19:13:00,2025-05-19 19:25:00,2025-05-20 00:52:00,Resolved,Major,12,339,N,Y,Passenger Help Point,platform stairs,linked to crowd control plan,N
