response_id,source_type,source_id,station_id,date_key,acknowledged_minutes,dispatch_minutes,site_arrival_minutes,resolution_minutes,sla_breached_flag
RT002128,Support Case,CASE000928,ST006,20250704,1740,,,2700,N
RT002129,Support Case,CASE000929,ST001,20250704,1380,,,14400,Y
RT002130,Support Case,CASE000931,ST001,20250704,840,,,4980,Y
RT002131,Support Case,CASE000932,ST013,20250705,480,,,420,N
RT002132,Support Case,CASE000934,ST001,20250705,240,,,900,N
RT002133,Support Case,CASE000936,ST008,20250705,720,,,1980,N
RT002134,Support Case,CASE000938,ST013,20250706,2160,,,840,Y
RT002135,Support Case,CASE000940,ST015,20250706,180,,,2520,N
RT002136,Support Case,CASE000947,ST004,20250707,1980,,,900,N
RT002137,Support Case,CASE000949,ST010,20250707,60,,,,N
RT002138,Support Case,CASE000950,ST002,20250707,120,,,,N
RT002139,Support Case,CASE000952,ST009,20250708,360,,,3600,Y
RT002140,Support Case,CASE000954,ST010,20250708,1980,,,,N
RT002141,Support Case,CASE000956,ST014,20250708,2100,,,1440,N
RT002142,Support Case,CASE000958,ST007,20250709,600,,,,N
RT002143,Support Case,CASE000960,ST014,20250709,1500,,,,N
RT002144,Support Case,CASE000963,ST002,20250710,300,,,3960,N
RT002145,Support Case,CASE000966,ST014,20250710,600,,,9420,Y
RT002146,Support Case,CASE000973,ST011,20250711,960,,,60,N
RT002147,Support Case,CASE000981,ST012,20250714,1620,,,840,N
RT002148,Support Case,CASE000987,ST006,20250715,540,,,2100,N
RT002149,Support Case,CASE000989,ST006,20250715,1860,,,4500,Y
RT002150,Support Case,CASE000993,ST014,20250716,1440,,,2520,N
RT002151,Support Case,CASE000996,ST013,20250716,1500,,,900,Y
RT002152,Support Case,CASE001000,ST016,20250717,600,,,2100,N
RT002153,Support Case,CASE001001,ST015,20250717,1560,,,,N
RT002154,Support Case,CASE001002,ST004,20250717,1440,,,2520,N
RT002155,Support Case,CASE001003,ST008,20250717,1860,,,,N
RT002156,Support Case,CASE001010,ST009,20250719,120,,,6720,Y
RT002157,Support Case,CASE001012,ST015,20250719,2100,,,5160,Y
RT002158,Support Case,CASE001013,ST001,20250720,180,,,5520,N
RT002159,Support Case,CASE001018,ST011,20250721,1740,,,4620,Y
RT002160,Support Case,CASE001020,ST010,20250721,1380,,,1860,N
RT002161,Support Case,CASE001021,ST002,20250721,1080,,,4380,Y
RT002162,Support Case,CASE001026,ST006,20250723,1260,,,8700,Y
RT002163,Support Case,CASE001030,ST010,20250724,360,,,6360,Y
RT002164,Support Case,CASE001035,ST003,20250725,240,,,1560,Y
RT002165,Support Case,CASE001039,ST014,20250726,600,,,,N
RT002166,Support Case,CASE001041,ST010,20250726,1860,,,,N
RT002167,Support Case,CASE001046,ST006,20250727,540,,,60,N
RT002168,Support Case,CASE001053,ST006,20250728,2040,,,1080,N
RT002169,Support Case,CASE001058,ST007,20250729,1080,,,1620,N
RT002170,Support Case,CASE001059,ST004,20250729,780,,,3720,N
RT002171,Support Case,CASE001062,ST004,20250730,1740,,,3720,N
RT002172,Support Case,CASE001063,ST010,20250730,1380,,,480,N
RT002173,Support Case,CASE001065,ST006,20250730,420,,,,N
RT002174,Support Case,CASE001066,ST010,20250730,60,,,1020,Y
RT002175,Support Case,CASE001067,ST008,20250730,720,,,2400,Y
RT002176,Support Case,CASE001069,ST016,20250730,300,,,,N
RT002177,Support Case,CASE001074,ST010,20250731,60,,,,N
RT002178,Support Case,CASE001075,ST015,20250731,420,,,4020,N
RT002179,Support Case,CASE001077,ST001,20250801,780,,,2700,N
RT002180,Support Case,CASE001080,ST013,20250802,1560,,,420,N
RT002181,Support Case,CASE001083,ST004,20250803,120,,,1380,N
RT002182,Support Case,CASE001084,ST002,20250803,60,,,3540,Y
RT002183,Support Case,CASE001087,ST008,20250803,240,,,3300,N
RT002184,Support Case,CASE001093,ST009,20250804,1860,,,,N
RT002185,Support Case,CASE001100,ST015,20250805,480,,,6420,Y
RT002186,Support Case,CASE001106,ST010,20250806,900,,,900,Y
RT002187,Support Case,CASE001110,ST002,20250807,1620,,,780,Y
RT002188,Support Case,CASE001119,ST001,20250810,1020,,,5100,N
RT002189,Support Case,CASE001120,ST003,20250810,1380,,,120,N
RT002190,Support Case,CASE001122,ST011,20250811,1620,,,6960,Y
RT002191,Support Case,CASE001127,ST001,20250812,180,,,2100,N
RT002192,Support Case,CASE001128,ST004,20250812,1740,,,840,N
RT002193,Support Case,CASE001130,ST009,20250813,1380,,,10740,Y
RT002194,Support Case,CASE001131,ST010,20250813,1800,,,1620,N
RT002195,Support Case,CASE001134,ST001,20250814,480,,,,N
RT002196,Support Case,CASE001135,ST006,20250814,360,,,780,Y
RT002197,Support Case,CASE001136,ST016,20250814,1260,,,1980,N
RT002198,Support Case,CASE001137,ST003,20250814,1500,,,4560,Y
RT002199,Support Case,CASE001140,ST001,20250815,2100,,,1200,N
RT002200,Support Case,CASE001144,ST014,20250816,60,,,1500,N
RT002201,Support Case,CASE001150,ST010,20250817,1560,,,4200,N
RT002202,Support Case,CASE001154,ST006,20250818,840,,,,N
RT002203,Support Case,CASE001159,ST011,20250819,960,,,360,N
RT002204,Support Case,CASE001180,ST006,20250823,1980,,,7980,Y
RT002205,Support Case,CASE001183,ST015,20250824,840,,,6300,Y
RT002206,Support Case,CASE001186,ST013,20250824,1440,,,780,N
RT002207,Support Case,CASE001192,ST009,20250825,1380,,,,N
RT002208,Support Case,CASE001196,ST004,20250826,1800,,,5400,Y
RT002209,Support Case,CASE001198,ST005,20250826,1620,,,1500,Y
RT002210,Support Case,CASE001201,ST002,20250827,660,,,,N
RT002211,Support Case,CASE001202,ST001,20250827,1380,,,3900,N
RT002212,Support Case,CASE001203,ST008,20250827,1020,,,3120,N
RT002213,Support Case,CASE001204,ST005,20250827,1500,,,3120,N
RT002214,Support Case,CASE001205,ST007,20250827,1440,,,12300,Y
RT002215,Support Case,CASE001210,ST006,20250829,1920,,,,N
RT002216,Support Case,CASE001212,ST007,20250829,1200,,,,N
RT002217,Support Case,CASE001213,ST002,20250829,600,,,300,N
RT002218,Support Case,CASE001214,ST006,20250829,600,,,,N
RT002219,Support Case,CASE001215,ST012,20250829,1560,,,,N
RT002220,Support Case,CASE001219,ST007,20250830,1320,,,,N
RT002221,Support Case,CASE001224,ST013,20250831,780,,,60,N
RT002222,Support Case,CASE001225,ST004,20250831,180,,,5280,Y
RT002223,Support Case,CASE001228,ST002,20250901,1320,,,660,N
RT002224,Support Case,CASE001235,ST003,20250902,660,,,,N
RT002225,Support Case,CASE001238,ST002,20250903,300,,,2220,N
RT002226,Support Case,CASE001240,ST008,20250903,360,,,660,N
RT002227,Support Case,CASE001243,ST001,20250904,1320,,,,N
RT002228,Support Case,CASE001249,ST010,20250906,840,,,6300,Y
RT002229,Support Case,CASE001251,ST007,20250906,360,,,,N
RT002230,Support Case,CASE001255,ST014,20250907,660,,,360,N
RT002231,Support Case,CASE001258,ST008,20250908,1140,,,,N
RT002232,Support Case,CASE001261,ST002,20250908,660,,,2940,Y
RT002233,Support Case,CASE001264,ST001,20250908,300,,,,N
RT002234,Support Case,CASE001266,ST007,20250909,1980,,,5040,Y
RT002235,Support Case,CASE001267,ST015,20250909,1140,,,2160,N
RT002236,Support Case,CASE001272,ST004,20250910,720,,,1140,N
RT002237,Support Case,CASE001274,ST001,20250911,1560,,,,N
RT002238,Support Case,CASE001277,ST002,20250911,1200,,,3960,N
RT002239,Support Case,CASE001278,ST005,20250912,1320,,,1740,N
RT002240,Support Case,CASE001282,ST008,20250913,240,,,480,N
RT002241,Support Case,CASE001290,ST015,20250914,540,,,4980,Y
RT002242,Support Case,CASE001291,ST004,20250914,1860,,,360,N
RT002243,Support Case,CASE001293,ST005,20250914,660,,,,N
RT002244,Support Case,CASE001299,ST006,20250915,480,,,,N
RT002245,Support Case,CASE001300,ST001,20250916,900,,,1800,N
RT002246,Support Case,CASE001301,ST009,20250916,2160,,,9060,Y
RT002247,Support Case,CASE001303,ST001,20250916,2100,,,3660,N
RT002248,Support Case,CASE001305,ST013,20250916,1620,,,4920,Y
RT002249,Support Case,CASE001307,ST001,20250917,420,,,,N
RT002250,Support Case,CASE001313,ST003,20250918,540,,,5220,Y
RT002251,Support Case,CASE001315,ST006,20250919,2040,,,1920,Y
RT002252,Support Case,CASE001316,ST001,20250919,1860,,,3540,N
RT002253,Support Case,CASE001317,ST001,20250919,1020,,,3180,Y
RT002254,Support Case,CASE001318,ST015,20250919,660,,,60,N
RT002255,Support Case,CASE001326,ST014,20250921,660,,,,N
RT002256,Support Case,CASE001327,ST001,20250922,1200,,,,N
RT002257,Support Case,CASE001329,ST004,20250922,2100,,,1500,Y
RT002258,Support Case,CASE001341,ST005,20250924,360,,,60,N
RT002259,Support Case,CASE001351,ST010,20250926,180,,,3060,Y
RT002260,Support Case,CASE001353,ST014,20250927,1320,,,1800,N
RT002261,Support Case,CASE001354,ST008,20250927,2100,,,2940,N
RT002262,Support Case,CASE001357,ST001,20250928,720,,,6000,Y
RT002263,Support Case,CASE001358,ST006,20250928,2160,,,2580,N
RT002264,Support Case,CASE001359,ST016,20250928,1860,,,1200,N
RT002265,Support Case,CASE001361,ST006,20250929,1080,,,5280,Y
RT002266,Support Case,CASE001362,ST012,20250929,1560,,,660,N
RT002267,Support Case,CASE001366,ST005,20250929,960,,,3060,N
RT002268,Support Case,CASE001368,ST002,20250930,1500,,,2100,N
RT002269,Support Case,CASE001370,ST013,20250930,120,,,540,N
RT002270,Support Case,CASE001371,ST009,20250930,720,,,,N
RT002271,Support Case,CASE001372,ST013,20250930,1260,,,6420,Y
RT002272,Support Case,CASE001375,ST015,20250930,900,,,1860,Y
RT002273,Support Case,CASE001376,ST012,20251001,360,,,1320,N
RT002274,Support Case,CASE001377,ST007,20251001,1020,,,,N
RT002275,Support Case,CASE001380,ST014,20251002,1260,,,1860,N
RT002276,Support Case,CASE001386,ST006,20251003,840,,,,N
RT002277,Support Case,CASE001389,ST004,20251004,120,,,1320,N
RT002278,Support Case,CASE001391,ST007,20251005,840,,,3840,Y
RT002279,Support Case,CASE001393,ST010,20251005,120,,,,N
RT002280,Support Case,CASE001394,ST003,20251005,1680,,,7080,Y
RT002281,Support Case,CASE001398,ST003,20251006,1620,,,4500,N
RT002282,Support Case,CASE001406,ST010,20251008,960,,,9300,Y
RT002283,Support Case,CASE001407,ST004,20251008,1380,,,3240,Y
RT002284,Support Case,CASE001409,ST014,20251009,2040,,,4440,Y
RT002285,Support Case,CASE001413,ST014,20251009,1920,,,2280,N
RT002286,Support Case,CASE001415,ST016,20251010,2100,,,,N
RT002287,Support Case,CASE001418,ST016,20251010,960,,,9300,Y
RT002288,Support Case,CASE001421,ST002,20251011,1020,,,3300,N
RT002289,Support Case,CASE001422,ST002,20251011,180,,,120,N
RT002290,Support Case,CASE001423,ST001,20251011,120,,,,N
RT002291,Support Case,CASE001424,ST006,20251011,1860,,,,N
RT002292,Support Case,CASE001425,ST006,20251011,720,,,2760,N
RT002293,Support Case,CASE001426,ST012,20251012,360,,,,N
RT002294,Support Case,CASE001429,ST012,20251012,420,,,1260,N
RT002295,Support Case,CASE001430,ST009,20251013,540,,,2760,N
RT002296,Support Case,CASE001436,ST010,20251013,1680,,,,N
RT002297,Support Case,CASE001437,ST013,20251013,2100,,,1440,N
RT002298,Support Case,CASE001438,ST008,20251013,1440,,,540,N
RT002299,Support Case,CASE001439,ST005,20251014,1380,,,3780,N
RT002300,Support Case,CASE001443,ST003,20251014,60,,,1080,Y
RT002301,Support Case,CASE001456,ST007,20251017,1920,,,8040,Y
RT002302,Support Case,CASE001457,ST005,20251017,2100,,,480,N
RT002303,Support Case,CASE001460,ST012,20251018,360,,,540,N
RT002304,Support Case,CASE001464,ST008,20251019,1260,,,,N
RT002305,Support Case,CASE001465,ST003,20251019,180,,,480,N
RT002306,Support Case,CASE001468,ST006,20251019,840,,,60,N
RT002307,Support Case,CASE001473,ST003,20251020,600,,,2820,N
RT002308,Support Case,CASE001476,ST006,20251021,180,,,3900,Y
RT002309,Support Case,CASE001478,ST001,20251021,1260,,,4440,N
RT002310,Support Case,CASE001482,ST003,20251022,1920,,,3060,N
RT002311,Support Case,CASE001495,ST014,20251025,1260,,,2640,N
RT002312,Support Case,CASE001505,ST001,20251026,1980,,,3480,N
RT002313,Support Case,CASE001512,ST008,20251028,60,,,,N
RT002314,Support Case,CASE001514,ST010,20251028,60,,,11220,Y
RT002315,Support Case,CASE001515,ST013,20251028,2100,,,,N
RT002316,Support Case,CASE001516,ST007,20251029,1380,,,4740,Y
RT002317,Support Case,CASE001520,ST016,20251030,240,,,5580,Y
RT002318,Support Case,CASE001522,ST005,20251031,2160,,,1620,N
RT002319,Support Case,CASE001523,ST008,20251031,900,,,,N
RT002320,Support Case,CASE001528,ST014,20251101,720,,,13200,Y
RT002321,Support Case,CASE001531,ST010,20251101,420,,,960,N
RT002322,Support Case,CASE001534,ST004,20251102,1140,,,,N
RT002323,Support Case,CASE001536,ST009,20251102,1620,,,6240,Y
RT002324,Support Case,CASE001537,ST004,20251102,1740,,,960,Y
RT002325,Support Case,CASE001539,ST004,20251103,2160,,,,N
RT002326,Support Case,CASE001542,ST010,20251103,360,,,8400,Y
RT002327,Support Case,CASE001543,ST003,20251103,1860,,,1140,N
RT002328,Support Case,CASE001552,ST015,20251105,60,,,3780,N
RT002329,Support Case,CASE001554,ST003,20251105,300,,,3720,N
RT002330,Support Case,CASE001555,ST009,20251105,1680,,,600,N
RT002331,Support Case,CASE001558,ST006,20251106,1320,,,1320,N
RT002332,Support Case,CASE001559,ST004,20251106,1020,,,,N
RT002333,Support Case,CASE001563,ST006,20251107,660,,,,N
RT002334,Support Case,CASE001564,ST003,20251108,1680,,,120,N
RT002335,Support Case,CASE001567,ST007,20251108,480,,,4020,Y
RT002336,Support Case,CASE001568,ST001,20251108,2040,,,240,N
RT002337,Support Case,CASE001576,ST016,20251110,1140,,,1260,N
RT002338,Support Case,CASE001579,ST002,20251110,840,,,,N
RT002339,Support Case,CASE001580,ST007,20251110,1380,,,6420,Y
RT002340,Support Case,CASE001582,ST006,20251111,240,,,10920,Y
RT002341,Support Case,CASE001585,ST006,20251112,120,,,6120,Y
RT002342,Support Case,CASE001588,ST003,20251112,1020,,,,N
RT002343,Support Case,CASE001590,ST004,20251113,1800,,,2880,N
RT002344,Support Case,CASE001592,ST004,20251113,900,,,3240,Y
RT002345,Support Case,CASE001595,ST010,20251113,1140,,,,N
RT002346,Support Case,CASE001596,ST015,20251114,480,,,8820,Y
RT002347,Support Case,CASE001597,ST001,20251114,360,,,,N
RT002348,Support Case,CASE001599,ST007,20251115,120,,,15360,Y
RT002349,Support Case,CASE001600,ST012,20251115,780,,,1500,N
RT002350,Support Case,CASE001603,ST001,20251115,1200,,,5040,N
RT002351,Support Case,CASE001610,ST008,20251116,60,,,960,N
RT002352,Support Case,CASE001614,ST008,20251117,2100,,,,N
RT002353,Support Case,CASE001615,ST013,20251117,2100,,,,N
RT002354,Support Case,CASE001619,ST001,20251118,2100,,,360,N
RT002355,Support Case,CASE001621,ST011,20251118,2160,,,11700,Y
RT002356,Support Case,CASE001631,ST004,20251120,1920,,,3060,Y
RT002357,Support Case,CASE001632,ST006,20251120,1980,,,1380,N
RT002358,Support Case,CASE001633,ST008,20251120,900,,,3540,N
RT002359,Support Case,CASE001635,ST010,20251120,420,,,1980,Y
RT002360,Support Case,CASE001638,ST015,20251121,1380,,,420,N
RT002361,Support Case,CASE001647,ST004,20251122,1980,,,,N
RT002362,Support Case,CASE001651,ST010,20251123,60,,,1200,N
RT002363,Support Case,CASE001662,ST002,20251124,1800,,,,N
RT002364,Support Case,CASE001663,ST001,20251124,1080,,,,N
RT002365,Support Case,CASE001670,ST003,20251126,180,,,4560,N
RT002366,Support Case,CASE001674,ST009,20251126,780,,,3960,Y
RT002367,Support Case,CASE001675,ST004,20251126,1800,,,540,N
RT002368,Support Case,CASE001683,ST004,20251128,480,,,,N
RT002369,Support Case,CASE001685,ST006,20251128,1740,,,840,N
RT002370,Support Case,CASE001686,ST013,20251128,1800,,,2220,N
RT002371,Support Case,CASE001689,ST001,20251129,1020,,,60,N
RT002372,Support Case,CASE001690,ST007,20251129,2160,,,4080,N
RT002373,Support Case,CASE001693,ST003,20251130,1620,,,1140,N
RT002374,Support Case,CASE001696,ST013,20251130,2040,,,360,N
RT002375,Support Case,CASE001699,ST005,20251201,1620,,,2220,N
RT002376,Support Case,CASE001707,ST001,20251203,960,,,780,N
RT002377,Support Case,CASE001711,ST007,20251204,360,,,,N
RT002378,Support Case,CASE001718,ST013,20251205,900,,,1260,N
RT002379,Support Case,CASE001719,ST003,20251205,1020,,,,N
RT002380,Support Case,CASE001725,ST008,20251206,960,,,3900,N
RT002381,Support Case,CASE001732,ST006,20251207,1080,,,,N
RT002382,Support Case,CASE001733,ST006,20251207,540,,,,N
RT002383,Support Case,CASE001734,ST002,20251207,540,,,8520,Y
RT002384,Support Case,CASE001736,ST002,20251208,1260,,,,N
RT002385,Support Case,CASE001740,ST007,20251208,60,,,660,N
RT002386,Support Case,CASE001746,ST008,20251209,600,,,,N
RT002387,Support Case,CASE001748,ST003,20251210,960,,,5580,Y
RT002388,Support Case,CASE001749,ST004,20251211,540,,,3840,N
RT002389,Support Case,CASE001754,ST002,20251212,960,,,4740,Y
RT002390,Support Case,CASE001755,ST002,20251212,1740,,,600,N
RT002391,Support Case,CASE001764,ST002,20251214,840,,,1140,N
RT002392,Support Case,CASE001770,ST010,20251215,1020,,,6180,Y
RT002393,Support Case,CASE001772,ST001,20251216,1500,,,1860,Y
RT002394,Support Case,CASE001773,ST014,20251216,1260,,,1620,Y
RT002395,Support Case,CASE001781,ST010,20251217,1680,,,,N
RT002396,Support Case,CASE001783,ST009,20251217,1500,,,1920,Y
RT002397,Support Case,CASE001786,ST002,20251218,1380,,,4140,Y
RT002398,Support Case,CASE001787,ST016,20251218,1500,,,2940,N
RT002399,Support Case,CASE001789,ST006,20251218,960,,,3780,N
RT002400,Support Case,CASE001791,ST003,20251219,1500,,,,N
RT002401,Support Case,CASE001793,ST011,20251219,360,,,12120,Y
RT002402,Support Case,CASE001796,ST002,20251219,1500,,,4080,N
RT002403,Support Case,CASE001798,ST004,20251220,240,,,11220,Y
RT002404,Support Case,CASE001804,ST003,20251221,2160,,,,N
RT002405,Support Case,CASE001808,ST014,20251222,60,,,1260,N
RT002406,Support Case,CASE001810,ST005,20251222,1800,,,,N
RT002407,Support Case,CASE001812,ST003,20251223,360,,,,N
RT002408,Support Case,CASE001822,ST009,20251225,300,,,4080,N
RT002409,Support Case,CASE001823,ST001,20251225,420,,,3600,N
RT002410,Support Case,CASE001825,ST005,20251226,2160,,,5640,Y
RT002411,Support Case,CASE001828,ST009,20251227,300,,,2520,N
RT002412,Support Case,CASE001831,ST015,20251227,540,,,5640,N
RT002413,Support Case,CASE001832,ST015,20251228,2100,,,60,N
RT002414,Support Case,CASE001833,ST010,20251228,1920,,,1500,N
RT002415,Support Case,CASE001834,ST015,20251229,720,,,8880,Y
RT002416,Support Case,CASE001838,ST002,20251229,1980,,,6900,Y
RT002417,Support Case,CASE001842,ST004,20251230,1620,,,,N
RT002418,Support Case,CASE001846,ST003,20251230,2040,,,5280,Y
RT002419,Support Case,CASE001851,ST006,20251231,900,,,600,N
RT002420,Support Case,CASE001857,ST012,20260101,420,,,480,N
RT002421,Support Case,CASE001866,ST006,20260103,660,,,4740,Y
RT002422,Support Case,CASE001871,ST002,20260104,360,,,,N
RT002423,Support Case,CASE001872,ST009,20260104,720,,,4680,Y
RT002424,Support Case,CASE001873,ST001,20260105,840,,,3060,Y
RT002425,Support Case,CASE001876,ST002,20260105,300,,,1800,Y
RT002426,Support Case,CASE001881,ST008,20260106,1380,,,5040,N
RT002427,Support Case,CASE001883,ST002,20260107,2040,,,180,N
RT002428,Support Case,CASE001885,ST006,20260108,1920,,,6000,Y
RT002429,Support Case,CASE001887,ST001,20260109,60,,,3240,N
RT002430,Support Case,CASE001891,ST007,20260109,120,,,8880,Y
RT002431,Support Case,CASE001895,ST014,20260110,1380,,,,N
RT002432,Support Case,CASE001897,ST006,20260111,2160,,,1800,N
RT002433,Support Case,CASE001898,ST002,20260111,1740,,,,N
RT002434,Support Case,CASE001899,ST007,20260112,1140,,,1020,N
RT002435,Support Case,CASE001900,ST010,20260112,720,,,,N
RT002436,Support Case,CASE001901,ST010,20260112,60,,,4620,Y
RT002437,Support Case,CASE001902,ST001,20260112,900,,,3180,N
RT002438,Support Case,CASE001903,ST001,20260112,1380,,,2220,N
RT002439,Support Case,CASE001911,ST001,20260113,1200,,,7980,Y
RT002440,Support Case,CASE001912,ST015,20260114,1320,,,9000,Y
RT002441,Support Case,CASE001914,ST006,20260114,720,,,480,N
RT002442,Support Case,CASE001923,ST006,20260116,900,,,4440,Y
RT002443,Support Case,CASE001928,ST010,20260117,960,,,1740,N
RT002444,Support Case,CASE001930,ST003,20260117,360,,,,N
RT002445,Support Case,CASE001933,ST013,20260118,1920,,,8760,Y
RT002446,Support Case,CASE001934,ST002,20260118,1560,,,,N
RT002447,Support Case,CASE001936,ST012,20260119,1860,,,10200,Y
RT002448,Support Case,CASE001942,ST007,20260120,120,,,,N
RT002449,Support Case,CASE001945,ST001,20260120,1080,,,8160,Y
RT002450,Support Case,CASE001948,ST004,20260121,60,,,,N
RT002451,Support Case,CASE001950,ST013,20260121,1560,,,,N
RT002452,Support Case,CASE001951,ST008,20260122,1680,,,7860,Y
RT002453,Support Case,CASE001952,ST015,20260122,720,,,60,N
RT002454,Support Case,CASE001953,ST004,20260122,180,,,,N
RT002455,Support Case,CASE001959,ST003,20260123,1560,,,,N
RT002456,Support Case,CASE001962,ST013,20260123,600,,,2400,N
RT002457,Support Case,CASE001963,ST011,20260124,960,,,1140,N
RT002458,Support Case,CASE001964,ST010,20260124,960,,,5160,Y
RT002459,Support Case,CASE001965,ST001,20260124,1980,,,60,N
RT002460,Support Case,CASE001967,ST015,20260125,240,,,3780,N
RT002461,Support Case,CASE001970,ST014,20260125,1920,,,2280,Y
RT002462,Support Case,CASE001973,ST003,20260126,180,,,5880,Y
RT002463,Support Case,CASE001975,ST002,20260126,840,,,720,N
RT002464,Support Case,CASE001976,ST009,20260126,540,,,,N
RT002465,Support Case,CASE001980,ST001,20260127,1500,,,60,N
RT002466,Support Case,CASE001981,ST013,20260127,780,,,4620,N
RT002467,Support Case,CASE001985,ST013,20260128,1080,,,6000,Y
RT002468,Support Case,CASE001986,ST010,20260128,1500,,,900,N
RT002469,Support Case,CASE001987,ST001,20260128,1200,,,540,N
RT002470,Support Case,CASE001996,ST006,20260130,1260,,,,N
RT002471,Support Case,CASE002000,ST016,20260131,540,,,,N
RT002472,Support Case,CASE002003,ST010,20260201,1920,,,5940,Y
RT002473,Support Case,CASE002005,ST009,20260201,1320,,,4440,Y
RT002474,Support Case,CASE002012,ST001,20260202,660,,,1740,N
RT002475,Support Case,CASE002015,ST014,20260203,1440,,,4500,Y
RT002476,Support Case,CASE002017,ST009,20260204,120,,,2220,N
RT002477,Support Case,CASE002022,ST010,20260205,60,,,6540,Y
RT002478,Support Case,CASE002025,ST004,20260205,540,,,6060,Y
RT002479,Support Case,CASE002032,ST007,20260207,1320,,,,N
RT002480,Support Case,CASE002033,ST003,20260207,1380,,,,N
RT002481,Support Case,CASE002036,ST012,20260208,1080,,,900,Y
RT002482,Support Case,CASE002038,ST004,20260208,360,,,,N
RT002483,Support Case,CASE002040,ST007,20260209,1500,,,60,N
RT002484,Support Case,CASE002042,ST004,20260209,1560,,,600,N
RT002485,Support Case,CASE002046,ST002,20260209,1080,,,1740,N
RT002486,Support Case,CASE002052,ST011,20260211,2040,,,,N
RT002487,Support Case,CASE002054,ST002,20260212,2040,,,3540,N
RT002488,Support Case,CASE002055,ST002,20260212,1800,,,,N
RT002489,Support Case,CASE002056,ST013,20260212,120,,,1560,N
RT002490,Support Case,CASE002057,ST002,20260212,780,,,1080,N
RT002491,Support Case,CASE002060,ST001,20260213,420,,,2820,N
RT002492,Support Case,CASE002062,ST015,20260214,1140,,,960,N
RT002493,Support Case,CASE002064,ST002,20260215,1320,,,,N
RT002494,Support Case,CASE002065,ST001,20260215,1440,,,720,N
RT002495,Support Case,CASE002068,ST001,20260216,1860,,,,N
RT002496,Support Case,CASE002069,ST003,20260216,60,,,60,N
RT002497,Support Case,CASE002072,ST006,20260217,1680,,,,N
RT002498,Support Case,CASE002074,ST008,20260217,2100,,,9840,Y
RT002499,Support Case,CASE002075,ST002,20260217,1020,,,1500,N
RT002500,Support Case,CASE002077,ST016,20260217,780,,,2640,N
RT002501,Support Case,CASE002080,ST007,20260218,540,,,4080,N
RT002502,Support Case,CASE002092,ST015,20260221,1680,,,,N
RT002503,Support Case,CASE002094,ST004,20260221,600,,,60,N
RT002504,Support Case,CASE002096,ST009,20260222,60,,,60,N
RT002505,Support Case,CASE002101,ST010,20260222,1140,,,1680,N
RT002506,Support Case,CASE002106,ST011,20260223,480,,,3120,N
RT002507,Support Case,CASE002108,ST013,20260224,240,,,,N
RT002508,Support Case,CASE002109,ST007,20260224,2100,,,780,Y
RT002509,Support Case,CASE002111,ST003,20260225,1680,,,5640,Y
RT002510,Support Case,CASE002119,ST004,20260227,720,,,540,N
RT002511,Support Case,CASE002122,ST002,20260228,1380,,,1980,N
RT002512,Support Case,CASE002128,ST004,20260301,1560,,,840,Y
RT002513,Support Case,CASE002131,ST002,20260301,1860,,,7380,Y
RT002514,Support Case,CASE002132,ST015,20260302,1320,,,6240,Y
RT002515,Support Case,CASE002133,ST002,20260302,540,,,1380,N
RT002516,Support Case,CASE002135,ST014,20260302,1020,,,,N
RT002517,Support Case,CASE002136,ST001,20260302,2040,,,1140,Y
RT002518,Support Case,CASE002138,ST009,20260302,2160,,,4740,Y
RT002519,Support Case,CASE002140,ST002,20260303,480,,,2220,N
RT002520,Support Case,CASE002148,ST013,20260304,1800,,,,N
RT002521,Support Case,CASE002150,ST002,20260304,1980,,,2220,N
RT002522,Support Case,CASE002154,ST002,20260305,1860,,,,N
RT002523,Support Case,CASE002164,ST010,20260306,660,,,420,N
RT002524,Support Case,CASE002166,ST002,20260307,1380,,,1440,N
RT002525,Support Case,CASE002172,ST003,20260309,300,,,,N
RT002526,Support Case,CASE002173,ST007,20260309,300,,,6300,Y
RT002527,Support Case,CASE002183,ST015,20260311,1080,,,2400,N
RT002528,Support Case,CASE002184,ST010,20260312,780,,,4320,N
RT002529,Support Case,CASE002190,ST006,20260313,1920,,,2460,N
RT002530,Support Case,CASE002191,ST010,20260313,1200,,,60,N
RT002531,Support Case,CASE002194,ST002,20260313,1380,,,,N
RT002532,Support Case,CASE002195,ST011,20260314,120,,,5880,Y
RT002533,Support Case,CASE002202,ST016,20260315,960,,,4980,Y
RT002534,Support Case,CASE002204,ST010,20260315,240,,,5640,Y
RT002535,Support Case,CASE002206,ST012,20260315,1080,,,3180,N
RT002536,Support Case,CASE002212,ST003,20260316,1980,,,480,N
RT002537,Support Case,CASE002213,ST004,20260316,1920,,,60,N
RT002538,Support Case,CASE002214,ST013,20260316,2100,,,2700,Y
RT002539,Support Case,CASE002216,ST013,20260317,120,,,5400,Y
RT002540,Support Case,CASE002217,ST016,20260317,540,,,2100,N
RT002541,Support Case,CASE002218,ST010,20260317,420,,,,N
RT002542,Support Case,CASE002220,ST007,20260317,360,,,900,Y
RT002543,Support Case,CASE002221,ST007,20260317,600,,,5040,Y
RT002544,Support Case,CASE002222,ST009,20260317,1740,,,5520,Y
RT002545,Support Case,CASE002236,ST007,20260322,1320,,,5700,Y
RT002546,Support Case,CASE002238,ST002,20260322,360,,,,N
RT002547,Support Case,CASE002240,ST002,20260322,1560,,,7740,Y
